"subject";"activity";"featDomain";"featAcceleration";"featInstrument";"featJerk";"featMagnitude";"featVariable";"featAxis";"count";"meanValue"
"1140";16;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"NA";"NA";"Mean";"Y";366;-0.0158567888309016
"1141";16;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"NA";"NA";"Mean";"Z";366;-0.107263924445355
"1142";16;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"NA";"NA";"SD";"X";366;-0.668161498298634
"1143";16;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"NA";"NA";"SD";"Y";366;-0.649947067892896
"1144";16;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"NA";"NA";"SD";"Z";366;-0.603819902386066
"1145";16;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"NA";"Magnitude";"Mean";"NA";366;-0.616131116889044
"1146";16;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"NA";"Magnitude";"SD";"NA";366;-0.661719690491803
"1147";16;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"NA";"Mean";"X";366;0.0775488885374317
"1148";16;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Y";366;0.00884018328270219
"1149";16;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Z";366;-0.00143730005564208
"1150";16;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"NA";"SD";"X";366;-0.72786174352459
"1151";16;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"NA";"SD";"Y";366;-0.735080198043716
"1152";16;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"NA";"SD";"Z";366;-0.767873049380055
"1153";16;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"Magnitude";"Mean";"NA";366;-0.725246870486339
"1154";16;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"Magnitude";"SD";"NA";366;-0.719647028238525
"1155";16;"WALKING_UPSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"NA";"Mean";"X";366;0.700906130308743
"1156";16;"WALKING_UPSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"NA";"Mean";"Y";366;-0.0605235993797814
"1157";16;"WALKING_UPSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"NA";"Mean";"Z";366;0.0402075536234973
"1158";16;"WALKING_UPSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"NA";"SD";"X";366;-0.971156432131148
"1159";16;"WALKING_UPSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"NA";"SD";"Y";366;-0.964727519945355
"1160";16;"WALKING_UPSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"NA";"SD";"Z";366;-0.945294028639344
"1161";16;"WALKING_UPSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"Magnitude";"Mean";"NA";366;-0.616131116889044
"1162";16;"WALKING_UPSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"Magnitude";"SD";"NA";366;-0.661719690491803
"1163";16;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"NA";"NA";"Mean";"X";366;-0.789780147036612
"1164";16;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"NA";"NA";"Mean";"Y";366;-0.815962130027322
"1165";16;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"NA";"NA";"Mean";"Z";366;-0.756286641721311
"1166";16;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"NA";"NA";"SD";"X";366;-0.804991831502732
"1167";16;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"NA";"NA";"SD";"Y";366;-0.809421448142077
"1168";16;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"NA";"NA";"SD";"Z";366;-0.756993640724044
"1169";16;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"NA";"Magnitude";"Mean";"NA";366;-0.81712881920765
"1170";16;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"NA";"Magnitude";"SD";"NA";366;-0.802078223409836
"1171";16;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"Jerk";"Magnitude";"Mean";"NA";366;-0.87277228273224
"1172";16;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"Jerk";"Magnitude";"SD";"NA";366;-0.886533212213115
"1173";16;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"NA";"NA";"Mean";"X";366;-0.700885147341803
"1174";16;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"NA";"NA";"Mean";"Y";366;-0.671572147098798
"1175";16;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"NA";"NA";"Mean";"Z";366;-0.660989948160437
"1176";16;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"NA";"NA";"SD";"X";366;-0.656969045058415
"1177";16;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"NA";"NA";"SD";"Y";366;-0.661844530506831
"1178";16;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"NA";"NA";"SD";"Z";366;-0.605646725307104
"1179";16;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"NA";"Magnitude";"Mean";"NA";366;-0.666962508246721
"1180";16;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"NA";"Magnitude";"SD";"NA";366;-0.712680990765301
"1181";16;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"NA";"Mean";"X";366;-0.744662041612022
"1182";16;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Y";366;-0.748627001551913
"1183";16;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Z";366;-0.752302172079235
"1184";16;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"NA";"SD";"X";366;-0.73477673661306
"1185";16;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"NA";"SD";"Y";366;-0.738434398105465
"1186";16;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"NA";"SD";"Z";366;-0.782089515344262
"1187";16;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"Magnitude";"Mean";"NA";366;-0.713167613706148
"1188";16;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"Magnitude";"SD";"NA";366;-0.729869398769672
"1189";17;"WALKING_DOWNSTAIRS";"Time";"NA";"Gyroscope";"NA";"NA";"Mean";"X";339;-0.0137199915971209
"1190";17;"WALKING_DOWNSTAIRS";"Time";"NA";"Gyroscope";"NA";"NA";"Mean";"Y";339;-0.0841275327556873
"1191";17;"WALKING_DOWNSTAIRS";"Time";"NA";"Gyroscope";"NA";"NA";"Mean";"Z";339;0.0761605469356047
"1192";17;"WALKING_DOWNSTAIRS";"Time";"NA";"Gyroscope";"NA";"NA";"SD";"X";339;-0.739509361150443
"1193";17;"WALKING_DOWNSTAIRS";"Time";"NA";"Gyroscope";"NA";"NA";"SD";"Y";339;-0.746029348082596
"1194";17;"WALKING_DOWNSTAIRS";"Time";"NA";"Gyroscope";"NA";"NA";"SD";"Z";339;-0.697883518596755
"1195";17;"WALKING_DOWNSTAIRS";"Time";"NA";"Gyroscope";"NA";"Magnitude";"Mean";"NA";339;-0.649912792768584
"1196";17;"WALKING_DOWNSTAIRS";"Time";"NA";"Gyroscope";"NA";"Magnitude";"SD";"NA";339;-0.730340424530973
"1197";17;"WALKING_DOWNSTAIRS";"Time";"NA";"Gyroscope";"Jerk";"NA";"Mean";"X";339;-0.108510381387316
"1198";17;"WALKING_DOWNSTAIRS";"Time";"NA";"Gyroscope";"Jerk";"NA";"Mean";"Y";339;-0.0389503517365487
"1199";17;"WALKING_DOWNSTAIRS";"Time";"NA";"Gyroscope";"Jerk";"NA";"Mean";"Z";339;-0.0505134530712979
"1200";17;"WALKING_DOWNSTAIRS";"Time";"NA";"Gyroscope";"Jerk";"NA";"SD";"X";339;-0.770982322212389
"1201";17;"WALKING_DOWNSTAIRS";"Time";"NA";"Gyroscope";"Jerk";"NA";"SD";"Y";339;-0.811674344749263
"1202";17;"WALKING_DOWNSTAIRS";"Time";"NA";"Gyroscope";"Jerk";"NA";"SD";"Z";339;-0.792412597492625
"1203";17;"WALKING_DOWNSTAIRS";"Time";"NA";"Gyroscope";"Jerk";"Magnitude";"Mean";"NA";339;-0.794708804985251
"1204";17;"WALKING_DOWNSTAIRS";"Time";"NA";"Gyroscope";"Jerk";"Magnitude";"SD";"NA";339;-0.810882493864307
"1205";17;"WALKING_DOWNSTAIRS";"Time";"Body";"Accelerometer";"NA";"NA";"Mean";"X";339;0.273849441115044
"1206";17;"WALKING_DOWNSTAIRS";"Time";"Body";"Accelerometer";"NA";"NA";"Mean";"Y";339;-0.0175178488555457
"1207";17;"WALKING_DOWNSTAIRS";"Time";"Body";"Accelerometer";"NA";"NA";"Mean";"Z";339;-0.10894543593472
"1208";17;"WALKING_DOWNSTAIRS";"Time";"Body";"Accelerometer";"NA";"NA";"SD";"X";339;-0.575384465440796
"1209";17;"WALKING_DOWNSTAIRS";"Time";"Body";"Accelerometer";"NA";"NA";"SD";"Y";339;-0.531725560539469
"1210";17;"WALKING_DOWNSTAIRS";"Time";"Body";"Accelerometer";"NA";"NA";"SD";"Z";339;-0.633174442559882
"1211";17;"WALKING_DOWNSTAIRS";"Time";"Body";"Accelerometer";"NA";"Magnitude";"Mean";"NA";339;-0.532690252939646
"1212";17;"WALKING_DOWNSTAIRS";"Time";"Body";"Accelerometer";"NA";"Magnitude";"SD";"NA";339;-0.606069140132448
"1213";17;"WALKING_DOWNSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"NA";"Mean";"X";339;0.081880267239528
"1214";17;"WALKING_DOWNSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Y";339;0.0083599305380531
"1215";17;"WALKING_DOWNSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Z";339;0.00313640220584071
"1216";17;"WALKING_DOWNSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"NA";"SD";"X";339;-0.655962717654867
"1217";17;"WALKING_DOWNSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"NA";"SD";"Y";339;-0.641279470927434
"1218";17;"WALKING_DOWNSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"NA";"SD";"Z";339;-0.798055545516224
"1219";17;"WALKING_DOWNSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"Magnitude";"Mean";"NA";339;-0.671076885553097
"1220";17;"WALKING_DOWNSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"Magnitude";"SD";"NA";339;-0.668331557015634
"1221";17;"WALKING_DOWNSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"NA";"Mean";"X";339;0.681018816489676
"1222";17;"WALKING_DOWNSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"NA";"Mean";"Y";339;0.00208485938053097
"1223";17;"WALKING_DOWNSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"NA";"Mean";"Z";339;0.00457967780088496
"1224";17;"WALKING_DOWNSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"NA";"SD";"X";339;-0.969925765014749
"1225";17;"WALKING_DOWNSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"NA";"SD";"Y";339;-0.956590055339233
"1226";17;"WALKING_DOWNSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"NA";"SD";"Z";339;-0.946280153185841
"1227";17;"WALKING_DOWNSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"Magnitude";"Mean";"NA";339;-0.532690252939646
"1228";17;"WALKING_DOWNSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"Magnitude";"SD";"NA";339;-0.606069140132448
"1229";17;"WALKING_DOWNSTAIRS";"Freq";"NA";"Gyroscope";"NA";"NA";"Mean";"X";339;-0.706700939954277
"1230";17;"WALKING_DOWNSTAIRS";"Freq";"NA";"Gyroscope";"NA";"NA";"Mean";"Y";339;-0.75655421820059
"1231";17;"WALKING_DOWNSTAIRS";"Freq";"NA";"Gyroscope";"NA";"NA";"Mean";"Z";339;-0.704461092123894
"1232";17;"WALKING_DOWNSTAIRS";"Freq";"NA";"Gyroscope";"NA";"NA";"SD";"X";339;-0.751468354340413
"1233";17;"WALKING_DOWNSTAIRS";"Freq";"NA";"Gyroscope";"NA";"NA";"SD";"Y";339;-0.742303506283186
"1234";17;"WALKING_DOWNSTAIRS";"Freq";"NA";"Gyroscope";"NA";"NA";"SD";"Z";339;-0.724259849884956
"1235";17;"WALKING_DOWNSTAIRS";"Freq";"NA";"Gyroscope";"NA";"Magnitude";"Mean";"NA";339;-0.750925804837758
"1236";17;"WALKING_DOWNSTAIRS";"Freq";"NA";"Gyroscope";"NA";"Magnitude";"SD";"NA";339;-0.765190625132743
"1237";17;"WALKING_DOWNSTAIRS";"Freq";"NA";"Gyroscope";"Jerk";"Magnitude";"Mean";"NA";339;-0.815081807581121
"1238";17;"WALKING_DOWNSTAIRS";"Freq";"NA";"Gyroscope";"Jerk";"Magnitude";"SD";"NA";339;-0.820032370707965
"1239";17;"WALKING_DOWNSTAIRS";"Freq";"Body";"Accelerometer";"NA";"NA";"Mean";"X";339;-0.622462544449351
"1240";17;"WALKING_DOWNSTAIRS";"Freq";"Body";"Accelerometer";"NA";"NA";"Mean";"Y";339;-0.569180425379852
"1241";17;"WALKING_DOWNSTAIRS";"Freq";"Body";"Accelerometer";"NA";"NA";"Mean";"Z";339;-0.696059808678466
"1242";17;"WALKING_DOWNSTAIRS";"Freq";"Body";"Accelerometer";"NA";"NA";"SD";"X";339;-0.559142964689676
"1243";17;"WALKING_DOWNSTAIRS";"Freq";"Body";"Accelerometer";"NA";"NA";"SD";"Y";339;-0.542590163514454
"1244";17;"WALKING_DOWNSTAIRS";"Freq";"Body";"Accelerometer";"NA";"NA";"SD";"Z";339;-0.629065517609145
"1245";17;"WALKING_DOWNSTAIRS";"Freq";"Body";"Accelerometer";"NA";"Magnitude";"Mean";"NA";339;-0.616776986006785
"1246";17;"WALKING_DOWNSTAIRS";"Freq";"Body";"Accelerometer";"NA";"Magnitude";"SD";"NA";339;-0.661980075745723
"1247";17;"WALKING_DOWNSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"NA";"Mean";"X";339;-0.692948207482301
"1248";17;"WALKING_DOWNSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Y";339;-0.669598735445428
"1249";17;"WALKING_DOWNSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Z";339;-0.786440272035398
"1250";17;"WALKING_DOWNSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"NA";"SD";"X";339;-0.649348718874041
"1251";17;"WALKING_DOWNSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"NA";"SD";"Y";339;-0.635163006465487
"1252";17;"WALKING_DOWNSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"NA";"SD";"Z";339;-0.808333054336283
"1253";17;"WALKING_DOWNSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"Magnitude";"Mean";"NA";339;-0.672302752918879
"1254";17;"WALKING_DOWNSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"Magnitude";"SD";"NA";339;-0.666929054969322
"1255";17;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"NA";"NA";"Mean";"X";29;-0.0257577297931034
"1256";17;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"NA";"NA";"Mean";"Y";29;-0.0661512840241379
"1257";17;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"NA";"NA";"Mean";"Z";29;0.087130975137931
"1258";17;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"NA";"NA";"SD";"X";29;-0.986979955517241
"1259";17;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"NA";"NA";"SD";"Y";29;-0.985073170689655
"1260";17;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"NA";"NA";"SD";"Z";29;-0.987937566551724
"1261";17;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"NA";"Magnitude";"Mean";"NA";29;-0.983299607586207
"1262";17;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"NA";"Magnitude";"SD";"NA";29;-0.981656969655172
"1263";17;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"Jerk";"NA";"Mean";"X";29;-0.100183297172414
"1264";17;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"Jerk";"NA";"Mean";"Y";29;-0.0417622900689655
"1265";17;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"Jerk";"NA";"Mean";"Z";29;-0.0547796899655172
"1266";17;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"Jerk";"NA";"SD";"X";29;-0.991854138275862
"1267";17;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"Jerk";"NA";"SD";"Y";29;-0.993318104482759
"1268";17;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"Jerk";"NA";"SD";"Z";29;-0.993400307586207
"1269";17;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"Jerk";"Magnitude";"Mean";"NA";29;-0.994309820689655
"1270";17;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"Jerk";"Magnitude";"SD";"NA";29;-0.993276945862069
"1271";17;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"NA";"NA";"Mean";"X";29;0.276134936206897
"1272";17;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"NA";"NA";"Mean";"Y";29;-0.0178192998868966
"1273";17;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"NA";"NA";"Mean";"Z";29;-0.112173902413793
"1274";17;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"NA";"NA";"SD";"X";29;-0.99504124
"1275";17;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"NA";"NA";"SD";"Y";29;-0.979413535862069
"1276";17;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"NA";"NA";"SD";"Z";29;-0.980976484137931
"1277";17;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"NA";"Magnitude";"Mean";"NA";29;-0.985418968275862
"1278";17;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"NA";"Magnitude";"SD";"NA";29;-0.986826527241379
"1279";17;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"NA";"Mean";"X";29;0.0758626965517241
"1280";17;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Y";29;0.0100040808789655
"1281";17;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Z";29;-0.00236484369931035
"1282";17;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"NA";"SD";"X";29;-0.994019934482759
"1283";17;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"NA";"SD";"Y";29;-0.989158120689655
"1284";17;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"NA";"SD";"Z";29;-0.992004427241379
"1285";17;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"Magnitude";"Mean";"NA";29;-0.993245806206897
"1286";17;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"Magnitude";"SD";"NA";29;-0.993375015172414
"1287";17;"WALKING_UPSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"NA";"Mean";"X";29;0.908399606896552
"1288";17;"WALKING_UPSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"NA";"Mean";"Y";29;-0.198659870344828
"1289";17;"WALKING_UPSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"NA";"Mean";"Z";29;-0.278195591724138
"1290";17;"WALKING_UPSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"NA";"SD";"X";29;-0.993349445862069
"1291";17;"WALKING_UPSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"NA";"SD";"Y";29;-0.984760977241379
"1292";17;"WALKING_UPSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"NA";"SD";"Z";29;-0.98129168137931
"1293";17;"WALKING_UPSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"Magnitude";"Mean";"NA";29;-0.985418968275862
"1294";17;"WALKING_UPSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"Magnitude";"SD";"NA";29;-0.986826527241379
"1295";17;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"NA";"NA";"Mean";"X";29;-0.985993540344828
"1296";17;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"NA";"NA";"Mean";"Y";29;-0.987392253103448
"1297";17;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"NA";"NA";"Mean";"Z";29;-0.988668107931034
"1298";17;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"NA";"NA";"SD";"X";29;-0.987354722068966
"1299";17;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"NA";"NA";"SD";"Y";29;-0.98380969137931
"1300";17;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"NA";"NA";"SD";"Z";29;-0.988732922758621
"1301";17;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"NA";"Magnitude";"Mean";"NA";29;-0.986607555172414
"1302";17;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"NA";"Magnitude";"SD";"NA";29;-0.981446073103448
"1303";17;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"Jerk";"Magnitude";"Mean";"NA";29;-0.99327833
"1304";17;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"Jerk";"Magnitude";"SD";"NA";29;-0.993482856896552
"1305";17;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"NA";"NA";"Mean";"X";29;-0.994496322758621
"1306";17;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"NA";"NA";"Mean";"Y";29;-0.982367664137931
"1307";17;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"NA";"NA";"Mean";"Z";29;-0.986495766206897
"1308";17;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"NA";"NA";"SD";"X";29;-0.995250992758621
"1309";17;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"NA";"NA";"SD";"Y";29;-0.97835155862069
"1310";17;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"NA";"NA";"SD";"Z";29;-0.978759603793103
"1311";17;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"NA";"Magnitude";"Mean";"NA";29;-0.990007266206896
"1312";17;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"NA";"Magnitude";"SD";"NA";29;-0.98628791137931
"1313";17;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"NA";"Mean";"X";29;-0.994117062068966
"1314";17;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Y";29;-0.988820999655172
"1315";17;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Z";29;-0.990597965172414
"1316";17;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"NA";"SD";"X";29;-0.994459398275862
"1317";17;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"NA";"SD";"Y";29;-0.990414811034483
"1318";17;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"NA";"SD";"Z";29;-0.991935782413793
"1319";17;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"Magnitude";"Mean";"NA";29;-0.993005947241379
"1320";17;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"Magnitude";"SD";"NA";29;-0.992630932068965
"1321";18;"LAYING";"Time";"NA";"Gyroscope";"NA";"NA";"Mean";"X";364;-0.0373993798891484
"1322";18;"LAYING";"Time";"NA";"Gyroscope";"NA";"NA";"Mean";"Y";364;-0.0678200104982143
"1323";18;"LAYING";"Time";"NA";"Gyroscope";"NA";"NA";"Mean";"Z";364;0.0908402866868132
"1324";18;"LAYING";"Time";"NA";"Gyroscope";"NA";"NA";"SD";"X";364;-0.804533729046703
"1325";18;"LAYING";"Time";"NA";"Gyroscope";"NA";"NA";"SD";"Y";364;-0.777361713653846
"1326";18;"LAYING";"Time";"NA";"Gyroscope";"NA";"NA";"SD";"Z";364;-0.745612483131868
"1327";18;"LAYING";"Time";"NA";"Gyroscope";"NA";"Magnitude";"Mean";"NA";364;-0.714735668626374
"1328";18;"LAYING";"Time";"NA";"Gyroscope";"NA";"Magnitude";"SD";"NA";364;-0.775779058758242
"1329";18;"LAYING";"Time";"NA";"Gyroscope";"Jerk";"NA";"Mean";"X";364;-0.0944029581558242
"1330";18;"LAYING";"Time";"NA";"Gyroscope";"Jerk";"NA";"Mean";"Y";364;-0.044169186546978
"1331";18;"LAYING";"Time";"NA";"Gyroscope";"Jerk";"NA";"Mean";"Z";364;-0.0568482569002198
"1332";18;"LAYING";"Time";"NA";"Gyroscope";"Jerk";"NA";"SD";"X";364;-0.842893477884615
"1333";18;"LAYING";"Time";"NA";"Gyroscope";"Jerk";"NA";"SD";"Y";364;-0.884050472967033
"1334";18;"LAYING";"Time";"NA";"Gyroscope";"Jerk";"NA";"SD";"Z";364;-0.83861466293956
"1335";18;"LAYING";"Time";"NA";"Gyroscope";"Jerk";"Magnitude";"Mean";"NA";364;-0.859899942335165
"1336";18;"LAYING";"Time";"NA";"Gyroscope";"Jerk";"Magnitude";"SD";"NA";364;-0.88856533728022
"1337";18;"LAYING";"Time";"Body";"Accelerometer";"NA";"NA";"Mean";"X";364;0.276324152142857
"1338";18;"LAYING";"Time";"Body";"Accelerometer";"NA";"NA";"Mean";"Y";364;-0.0172831546595266
"1339";18;"LAYING";"Time";"Body";"Accelerometer";"NA";"NA";"Mean";"Z";364;-0.108112251068681
"1340";18;"LAYING";"Time";"Body";"Accelerometer";"NA";"NA";"SD";"X";364;-0.694616884972527
"1341";18;"LAYING";"Time";"Body";"Accelerometer";"NA";"NA";"SD";"Y";364;-0.627117507326923
"1342";18;"LAYING";"Time";"Body";"Accelerometer";"NA";"NA";"SD";"Z";364;-0.701596039615385
"1343";18;"LAYING";"Time";"Body";"Accelerometer";"NA";"Magnitude";"Mean";"NA";364;-0.658370952115385
"1344";18;"LAYING";"Time";"Body";"Accelerometer";"NA";"Magnitude";"SD";"NA";364;-0.689671890376374
"1345";18;"LAYING";"Time";"Body";"Accelerometer";"Jerk";"NA";"Mean";"X";364;0.077480921531044
"1346";18;"LAYING";"Time";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Y";364;0.0128850449171841
"1347";18;"LAYING";"Time";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Z";364;0.000848545124184616
"1348";18;"LAYING";"Time";"Body";"Accelerometer";"Jerk";"NA";"SD";"X";364;-0.734644450054945
"1349";18;"LAYING";"Time";"Body";"Accelerometer";"Jerk";"NA";"SD";"Y";364;-0.732969175274725
"1350";18;"LAYING";"Time";"Body";"Accelerometer";"Jerk";"NA";"SD";"Z";364;-0.847257765851648
